prompt,opposite_sent,completion
Airbus is a kind of airliner. Airbus isn't a kind of <extra_id_0>,Airbus is a kind of <extra_id_0>,"['airliner', 'airplane', 'company']"
Rhetoric is a kind of communication. Rhetoric isn't a kind of <extra_id_0>,Rhetoric is a kind of <extra_id_0>,"['communication', 'communicating', 'worker']"
Some herbs are plants. Some herbs aren't <extra_id_0>,Some herbs are <extra_id_0>,"['plants', 'poisonis']"
Estrogen is a medicine. Estrogen isn't a <extra_id_0>,Estrogen is a <extra_id_0>,['medicine']
Courage is a type of personality confidence. Courage isn't a type of personality <extra_id_0>,Courage is a type of personality <extra_id_0>,"['confidence', 'resolve', 'spirit']"
Toads are amphibians. Toads aren't <extra_id_0>,Toads are <extra_id_0>,"['amphibians', 'aphibians']"
Kindness is a good. Kindness isn't a <extra_id_0>,Kindness is a <extra_id_0>,"['good', 'action']"
Nazism is a type of dictatorship. Nazism isn't a type of <extra_id_0>,Nazism is a type of <extra_id_0>,"['dictatorship', 'fascism', 'socialism']"
Prosecutor is a type of official. Prosecutor isn't a type of <extra_id_0>,Prosecutor is a type of <extra_id_0>,"['official', 'attorney', 'lawyer']"
Accuracy is a disposition. Accuracy isn't a <extra_id_0>,Accuracy is a <extra_id_0>,"['disposition', 'quality']"
The Taliban are Islamists. The Taliban aren't <extra_id_0>,The Taliban are <extra_id_0>,['Islamists']
A mug is a type of containerful. A mug isn't a type of <extra_id_0>,A mug is a type of <extra_id_0>,['containerful']
Toy is a type of fun collectable. Toy isn't a type of fun <extra_id_0>,Toy is a type of fun <extra_id_0>,"['collectable', 'anything', 'device', 'replica']"
Soupd is food. Soupd isn't <extra_id_0>,Soupd is <extra_id_0>,['food']
A tentacle is a kind of process. A tentacle isn't a kind of <extra_id_0>,A tentacle is a kind of <extra_id_0>,"['process', 'grip', 'appendage', 'holder']"
Photon is a kind of boson. Photon isn't a kind of <extra_id_0>,Photon is a kind of <extra_id_0>,['boson']
Corporations are companies. Corporations aren't <extra_id_0>,Corporations are <extra_id_0>,['companies']
Cone is manifold. Cone isn't <extra_id_0>,Cone is <extra_id_0>,"['manifold', 'artifact', 'shape']"
Cyborgs are fantasy. Cyborgs aren't <extra_id_0>,Cyborgs are <extra_id_0>,['fantasy']
Xenon is a kind of gas. Xenon isn't a kind of <extra_id_0>,Xenon is a kind of <extra_id_0>,['gas']
An employee is a person. An employee isn't a <extra_id_0>,An employee is a <extra_id_0>,"['person', 'worker', 'affiliate']"
Insurance implies a security. Insurance doesn't imply a <extra_id_0>,Insurance implies a <extra_id_0>,"['security', 'insurance', 'financials']"
Timpani is a kind of drum. Timpani isn't a kind of <extra_id_0>,Timpani is a kind of <extra_id_0>,['drum']
Cinema is a theater. Cinema isn't a <extra_id_0>,Cinema is a <extra_id_0>,['theater']
Foxes are canines. Foxes aren't <extra_id_0>,Foxes are <extra_id_0>,['canines']
A vase is a jar. A vase isn't a <extra_id_0>,A vase is a <extra_id_0>,['jar']
Ipomoea is a plant. Ipomoea isn't a <extra_id_0>,Ipomoea is a <extra_id_0>,['plant']
Aggrotech is a kind of industrial. Aggrotech isn't a kind of <extra_id_0>,Aggrotech is a kind of <extra_id_0>,['industrial']
Water is a type of achromatism. Water isn't a type of <extra_id_0>,Water is a type of <extra_id_0>,"['achromatism', 'oxyde', 'liquid', 'hydride', 'nutrient', 'food', 'beverage', 'water', 'element', 'life', 'chemical', 'H2O']"
Perennials are plants. Perennials aren't <extra_id_0>,Perennials are <extra_id_0>,"['plants', 'flowers', 'foliage']"
Monks are buddist. Monks aren't <extra_id_0>,Monks are <extra_id_0>,"['buddist', 'band']"
Citalopram is a kind of SSRI. Citalopram isn't a kind of <extra_id_0>,Citalopram is a kind of <extra_id_0>,"['SSRI', 'drug']"
Birdwatching is a kind of hobby. Birdwatching isn't a kind of <extra_id_0>,Birdwatching is a kind of <extra_id_0>,['hobby']
Some politicians are puppets. Some politicians aren't <extra_id_0>,Some politicians are <extra_id_0>,['puppets']
Bacteria are prokaryotes. Bacteria aren't <extra_id_0>,Bacteria are <extra_id_0>,"['prokaryotes', 'organism', 'Prokaryotic', 'bacteria', 'microorganism', 'everywhere']"
Soccer is a sport. Soccer isn't a <extra_id_0>,Soccer is a <extra_id_0>,"['sport', 'fun', 'football']"
Vocation is a type of occupation. Vocation isn't a type of <extra_id_0>,Vocation is a type of <extra_id_0>,"['occupation', 'job', 'labour', 'work']"
Rice is a kind of white cereal. Rice isn't a kind of white <extra_id_0>,Rice is a kind of white <extra_id_0>,"['cereal', 'pasta', 'starches', 'grain', 'mob']"
A nutdriver is a type of tool. A nutdriver isn't a type of <extra_id_0>,A nutdriver is a type of <extra_id_0>,['tool']
A mug is a containerful. A mug isn't a <extra_id_0>,A mug is a <extra_id_0>,['containerful']
Weigela is a plant. Weigela isn't a <extra_id_0>,Weigela is a <extra_id_0>,"['plant', 'shrub']"
Kraków is a kind of city. Kraków isn't a kind of <extra_id_0>,Kraków is a kind of <extra_id_0>,['city']
Bermuda is a type of country. Bermuda isn't a type of <extra_id_0>,Bermuda is a type of <extra_id_0>,"['country', 'grass']"
Bourbon is a type of reactionary. Bourbon isn't a type of <extra_id_0>,Bourbon is a type of <extra_id_0>,"['reactionary', 'liquor', 'ruler', 'whiskey', 'dynasty']"
Paper is material. Paper isn't <extra_id_0>,Paper is <extra_id_0>,"['material', 'flamable', 'medium', 'malliable', 'article', 'compilation', 'poreous']"
Well is water route. Well isn't water <extra_id_0>,Well is water <extra_id_0>,"['route', 'source', 'compartment', 'conduit', 'excavation', 'shaft', 'device', 'vessel']"
Atheism is the absence of belief. Atheism isn't the absence of <extra_id_0>,Atheism is the absence of <extra_id_0>,"['belief', 'unbelief']"
Veal is baby food. Veal isn't baby <extra_id_0>,Veal is baby <extra_id_0>,"['food', 'animal', 'beef', 'meat', 'cattle']"
A BBQ is a type of grill. A BBQ isn't a type of <extra_id_0>,A BBQ is a type of <extra_id_0>,"['grill', 'food']"
Runners are humans. Runners aren't <extra_id_0>,Runners are <extra_id_0>,['humans']
Pedobear is a bear. Pedobear isn't a <extra_id_0>,Pedobear is a <extra_id_0>,['bear']
Nirvana is a blessedness. Nirvana isn't a <extra_id_0>,Nirvana is a <extra_id_0>,"['blessedness', 'Band']"
Christianity is in the business of blind religion. Christianity isn't in the business of blind <extra_id_0>,Christianity is in the business of blind <extra_id_0>,"['religion', 'faith']"
A gull is a larid. A gull isn't a <extra_id_0>,A gull is a <extra_id_0>,"['larid', 'bird', 'seabird']"
A jeweler is a merchant. A jeweler isn't a <extra_id_0>,A jeweler is a <extra_id_0>,['merchant']
A mac is a type of computer. A mac isn't a type of <extra_id_0>,A mac is a type of <extra_id_0>,['computer']
Gannet is a seabird. Gannet isn't a <extra_id_0>,Gannet is a <extra_id_0>,['seabird']
Sponge is ocean animal. Sponge isn't ocean <extra_id_0>,Sponge is ocean <extra_id_0>,"['animal', 'invertebrate']"
A brooch is a type of jewelry. A brooch isn't a type of <extra_id_0>,A brooch is a type of <extra_id_0>,"['jewelry', 'pin']"
Amharic is a Semitic language. Amharic isn't a Semitic <extra_id_0>,Amharic is a Semitic <extra_id_0>,"['language', 'Semitic']"
IsA is a kind of relation. IsA isn't a kind of <extra_id_0>,IsA is a kind of <extra_id_0>,['relation']
Uganda is a subsahara. Uganda isn't a <extra_id_0>,Uganda is a <extra_id_0>,['subsahara']
Tongue is a kind of underwater. Tongue isn't a kind of <extra_id_0>,Tongue is a kind of <extra_id_0>,"['underwater', 'projection', 'organ', 'chemoreceptor', 'articulator', 'muscle', 'flap', 'anatomy']"
Coke is a type of cocaine. Coke isn't a type of <extra_id_0>,Coke is a type of <extra_id_0>,"['cocaine', 'softdrink', 'fuel']"
Soap is company. Soap isn't <extra_id_0>,Soap is <extra_id_0>,"['company', 'bribe', 'toiletry', 'detergent']"
Cockroaches are insects. Cockroaches aren't <extra_id_0>,Cockroaches are <extra_id_0>,['insects']
Pity is a type of emotion. Pity isn't a type of <extra_id_0>,Pity is a type of <extra_id_0>,"['emotion', 'misfortune']"
A caribou is a animal. A caribou isn't a <extra_id_0>,A caribou is a <extra_id_0>,"['animal', 'deer', 'reindeer']"
Chick is a type of avian animal. Chick isn't a type of avian <extra_id_0>,Chick is a type of avian <extra_id_0>,['animal']
Wolverine is a kind of superhero. Wolverine isn't a kind of <extra_id_0>,Wolverine is a kind of <extra_id_0>,"['superhero', 'American', 'carnivore', 'mammal', 'mustelidae']"
Pie is a pastry. Pie isn't a <extra_id_0>,Pie is a <extra_id_0>,"['pastry', 'semisolid']"
Piracy is a kind of interfering. Piracy isn't a kind of <extra_id_0>,Piracy is a kind of <extra_id_0>,"['interfering', 'highjacking', 'action', 'robbery', 'act']"
A preacher is a kind of comic. A preacher isn't a kind of <extra_id_0>,A preacher is a kind of <extra_id_0>,"['comic', 'clergyman', 'person']"
Nuts are a crunchy. Nuts aren't a <extra_id_0>,Nuts are a <extra_id_0>,['crunchy']
A backhoe is a kind of machine. A backhoe isn't a kind of <extra_id_0>,A backhoe is a kind of <extra_id_0>,['machine']
Arsonists are criminals. Arsonists aren't <extra_id_0>,Arsonists are <extra_id_0>,['criminals']
An obstetrician is a kind of doctor. An obstetrician isn't a kind of <extra_id_0>,An obstetrician is a kind of <extra_id_0>,"['doctor', 'specialist']"
A gladiola is a iris. A gladiola isn't a <extra_id_0>,A gladiola is a <extra_id_0>,['iris']
A magician is a performer. A magician isn't a <extra_id_0>,A magician is a <extra_id_0>,"['performer', 'book']"
Helichrysum is a plant. Helichrysum isn't a <extra_id_0>,Helichrysum is a <extra_id_0>,['plant']
Rhea is a planet. Rhea isn't a <extra_id_0>,Rhea is a <extra_id_0>,"['planet', 'bird', 'ratite']"
Many modern witches are wiccan. Many modern witches aren't <extra_id_0>,Many modern witches are <extra_id_0>,['wiccan']
A Volvo is a kind of car. A Volvo isn't a kind of <extra_id_0>,A Volvo is a kind of <extra_id_0>,"['car', 'company']"
Chilli is a type of pepper. Chilli isn't a type of <extra_id_0>,Chilli is a type of <extra_id_0>,['pepper']
Chartreuse is a beverage. Chartreuse isn't a <extra_id_0>,Chartreuse is a <extra_id_0>,"['beverage', 'liqueur']"
Silk is translucence. Silk isn't <extra_id_0>,Silk is <extra_id_0>,"['translucence', 'book', 'protein', 'fabric']"
Earth is our location. Earth isn't our <extra_id_0>,Earth is our <extra_id_0>,"['location', 'material', 'element', 'thing', 'planet']"
Fish are seafood. Fish aren't <extra_id_0>,Fish are <extra_id_0>,"['seafood', 'rad', 'food', 'animals', 'person', 'vertebrate', 'purdy', 'animal', 'meat']"
King is sovereign. King isn't <extra_id_0>,King is <extra_id_0>,"['sovereign', 'royalyty', 'royalty', 'station', 'monarch', 'checker', 'eminence', 'chessman']"
A comealong is a type of tool. A comealong isn't a type of <extra_id_0>,A comealong is a type of <extra_id_0>,['tool']
DMT is a dimethyltryptamine. DMT isn't a <extra_id_0>,DMT is a <extra_id_0>,"['dimethyltryptamine', 'psychedelic']"
Golf is a sport. Golf isn't a <extra_id_0>,Golf is a <extra_id_0>,['sport']
Traveller is a type of consumer. Traveller isn't a type of <extra_id_0>,Traveller is a type of <extra_id_0>,"['consumer', 'person']"
Darts are sport. Darts aren't <extra_id_0>,Darts are <extra_id_0>,"['sport', 'arrows']"
Superstitions are lies. Superstitions aren't <extra_id_0>,Superstitions are <extra_id_0>,['lies']
Disgust is an dislike. Disgust isn't an <extra_id_0>,Disgust is an <extra_id_0>,['dislike']
A deficit is a score. A deficit isn't a <extra_id_0>,A deficit is a <extra_id_0>,"['score', 'insufficiency', 'shortage', 'liabilities', 'lack']"
A baboon is a animal. A baboon isn't a <extra_id_0>,A baboon is a <extra_id_0>,"['animal', 'monkey', 'mammal']"
Plutonium is not a naturally-occurring element. Plutonium is a naturally-occurring <extra_id_0>,Plutonium is not a naturally-occurring <extra_id_0>,"['element', 'actinide']"
The Crips is a type of gang. The Crips isn't a type of <extra_id_0>,The Crips is a type of <extra_id_0>,['gang']
A couch is a furnitire. A couch isn't a <extra_id_0>,A couch is a <extra_id_0>,"['furnitire', 'bed']"
Confidence is an security. Confidence isn't an <extra_id_0>,Confidence is an <extra_id_0>,"['security', 'emotion', 'secret', 'friendship', 'hopefulness']"
Kickboxing is a kind of sport. Kickboxing isn't a kind of <extra_id_0>,Kickboxing is a kind of <extra_id_0>,"['sport', 'boxing', 'fight']"
Monday is a weekday. Monday isn't a <extra_id_0>,Monday is a <extra_id_0>,"['weekday', 'day']"
Kosovo is a kind of country. Kosovo isn't a kind of <extra_id_0>,Kosovo is a kind of <extra_id_0>,['country']
Gluon is a kind of boson. Gluon isn't a kind of <extra_id_0>,Gluon is a kind of <extra_id_0>,['boson']
Hut is a type of shelter. Hut isn't a type of <extra_id_0>,Hut is a type of <extra_id_0>,['shelter']
A gundog is a kind of dog. A gundog isn't a kind of <extra_id_0>,A gundog is a kind of <extra_id_0>,['dog']
Weaver is a craftsman. Weaver isn't a <extra_id_0>,Weaver is a <extra_id_0>,"['craftsman', 'oscine']"
Cattle are animals. Cattle aren't <extra_id_0>,Cattle are <extra_id_0>,"['animals', 'mammal', 'bovine']"
A banana is dessert. A banana isn't <extra_id_0>,A banana is <extra_id_0>,"['dessert', 'food', 'yellow', 'hand', 'bunch', 'herb']"
A watch is a timepiece. A watch isn't a <extra_id_0>,A watch is a <extra_id_0>,"['timepiece', 'surveillance', 'gear', 'shift', 'clock']"
Beauty is an exemplar. Beauty isn't an <extra_id_0>,Beauty is an <extra_id_0>,"['exemplar', 'appearance']"
Scouts are club. Scouts aren't <extra_id_0>,Scouts are <extra_id_0>,"['club', 'organisation', 'people']"
Automatism is a reaction. Automatism isn't a <extra_id_0>,Automatism is a <extra_id_0>,['reaction']
A reporter is a type of writer. A reporter isn't a type of <extra_id_0>,A reporter is a type of <extra_id_0>,"['writer', 'communicator']"
A blowfish is a kind of animal. A blowfish isn't a kind of <extra_id_0>,A blowfish is a kind of <extra_id_0>,['animal']
Tornado is a type of cyclone. Tornado isn't a type of <extra_id_0>,Tornado is a type of <extra_id_0>,"['cyclone', 'weather', 'whirlwind']"
Floriade is a convention. Floriade isn't a <extra_id_0>,Floriade is a <extra_id_0>,['convention']
Glenfiddich is a kind of beverage. Glenfiddich isn't a kind of <extra_id_0>,Glenfiddich is a kind of <extra_id_0>,"['beverage', 'scotch']"
Cows are domesticated. Cows aren't <extra_id_0>,Cows are <extra_id_0>,"['domesticated', 'herbivorous', 'also']"
Christianity is a religion. Christianity isn't a <extra_id_0>,Christianity is a <extra_id_0>,"['religion', 'faith']"
Potoroo is a kind of marsupial. Potoroo isn't a kind of <extra_id_0>,Potoroo is a kind of <extra_id_0>,['marsupial']
Security is an safety. Security isn't an <extra_id_0>,Security is an <extra_id_0>,"['safety', 'department', 'assets', 'guarantee', 'precaution', 'worker', 'fearlessness']"
Wool is a type of garment coat. Wool isn't a type of garment <extra_id_0>,Wool is a type of garment <extra_id_0>,"['coat', 'fabric']"
Redhat is a type of Linux. Redhat isn't a type of <extra_id_0>,Redhat is a type of <extra_id_0>,['Linux']
Fedora is a type of software. Fedora isn't a type of <extra_id_0>,Fedora is a type of <extra_id_0>,"['software', 'Linux', 'hat']"
Some doors are band. Some doors aren't <extra_id_0>,Some doors are <extra_id_0>,"['band', 'archways', 'openings', 'rectangular-shaped']"
A robot is a type of machine. A robot isn't a type of <extra_id_0>,A robot is a type of <extra_id_0>,"['machine', 'automaton', 'slave']"
Fundamentalism is a type of Protestantism. Fundamentalism isn't a type of <extra_id_0>,Fundamentalism is a type of <extra_id_0>,"['Protestantism', 'belief']"
Data is a collection. Data isn't a <extra_id_0>,Data is a <extra_id_0>,"['collection', 'information']"
A pizzeria is a restaurant. A pizzeria isn't a <extra_id_0>,A pizzeria is a <extra_id_0>,"['restaurant', 'shop']"
Wax is a kind of lipid. Wax isn't a kind of <extra_id_0>,Wax is a kind of <extra_id_0>,"['lipid', 'fuel', 'white']"
Stylist is a artist. Stylist isn't a <extra_id_0>,Stylist is a <extra_id_0>,['artist']
Factory is a type of plant. Factory isn't a type of <extra_id_0>,Factory is a type of <extra_id_0>,['plant']
A bikini is a type of swimwear. A bikini isn't a type of <extra_id_0>,A bikini is a type of <extra_id_0>,"['swimwear', 'swimsuit', 'attire']"
Psilocybin is a type of drug. Psilocybin isn't a type of <extra_id_0>,Psilocybin is a type of <extra_id_0>,"['drug', 'hallucinogen']"
Scarves are neckware. Scarves aren't <extra_id_0>,Scarves are <extra_id_0>,['neckware']
Grebe is a waterfowl. Grebe isn't a <extra_id_0>,Grebe is a <extra_id_0>,['waterfowl']
Everything is everything. Everything isn't <extra_id_0>,Everything is <extra_id_0>,"['everything', 'data']"
Canoe is a kind of ship. Canoe isn't a kind of <extra_id_0>,Canoe is a kind of <extra_id_0>,"['ship', 'boat', 'vehicle']"
Blueberries are food. Blueberries aren't <extra_id_0>,Blueberries are <extra_id_0>,['food']
Diamond is a forever. Diamond isn't a <extra_id_0>,Diamond is a <extra_id_0>,"['forever', 'carbon', 'solid', 'diamond', 'jewel', 'mineral', 'gem', 'artifact', 'semiconductor']"
A date is an companion. A date isn't an <extra_id_0>,A date is an <extra_id_0>,"['companion', 'present', 'meeting', 'day']"
