word,prompt,opposite_sent,relation,completion
 people, People are scientists. People aren't, People are, IsA,"['scientists', 'janitors', 'judges', 'bullies', 'greedy;', 'Mexicans', 'Christians', 'Americans', 'grandsons', 'firemen', 'podiatrists', 'bisexuals', 'everywhere', 'receptionists', 'geologists', 'teachers', 'secretaries', 'chemists', 'jerks', 'bazaar', 'individuals', 'physicians', 'not', 'hairdressers', 'criminals', 'celebrities', 'calculators', 'regularly', 'lawyers', 'laborers', 'politicians', 'messengers', 'Indians', 'drycleaners', 'grocers', 'family', 'extroverted', 'dancing', 'entrepreneurs', 'parents', 'liars', 'exercising', 'clerks', 'cartologists', 'hypocrites', 'group', 'alcoholics', 'better', 'veterinarians', 'idiots', 'magazine', 'managers', 'chefs', 'translators', 'persons', 'peacemakers', 'psychologists', 'less', 'headaches', 'drifters', 'democrats']"
 airbus, Airbus is a kind of airliner. Airbus isn't a kind of, Airbus is a kind of, IsA,"['airliner', 'airplane', 'company']"
 rhetoric, Rhetoric is a kind of communication. Rhetoric isn't a kind of, Rhetoric is a kind of, IsA,"['communication', 'communicating', 'worker']"
 herbs, Some herbs are plants. Some herbs aren't, Some herbs are, IsA,"['plants', 'poisonis']"
 estrogen, Estrogen is a medicine. Estrogen isn't a, Estrogen is a, IsA,['medicine']
 courage, Courage is a type of personality confidence. Courage isn't a type of personality, Courage is a type of personality, IsA,"['confidence', 'resolve', 'spirit']"
 toads, Toads are amphibians. Toads aren't, Toads are, IsA,"['amphibians', 'aphibians']"
 kindness, Kindness is a good. Kindness isn't a, Kindness is a, IsA,"['good', 'action']"
 nazism, Nazism is a type of dictatorship. Nazism isn't a type of, Nazism is a type of, IsA,"['dictatorship', 'fascism', 'socialism']"
 prosecutor, Prosecutor is a type of official. Prosecutor isn't a type of, Prosecutor is a type of, IsA,"['official', 'attorney', 'lawyer']"
 accuracy, Accuracy is a disposition. Accuracy isn't a, Accuracy is a, IsA,"['disposition', 'quality']"
 taliban, The Taliban are Islamists. The Taliban aren't, The Taliban are, IsA,['Islamists']
 mug, A mug is a type of containerful. A mug isn't a type of, A mug is a type of, IsA,['containerful']
 toy, Toy is a type of fun collectable. Toy isn't a type of fun, Toy is a type of fun, IsA,"['collectable', 'anything', 'device', 'replica']"
 soupd, Soupd is food. Soupd isn't, Soupd is, IsA,['food']
 tentacle, A tentacle is a kind of process. A tentacle isn't a kind of, A tentacle is a kind of, IsA,"['process', 'grip', 'appendage', 'holder']"
 photon, Photon is a kind of boson. Photon isn't a kind of, Photon is a kind of, IsA,['boson']
 corporations, Corporations are companies. Corporations aren't, Corporations are, IsA,['companies']
 cone, Cone is manifold. Cone isn't, Cone is, IsA,"['manifold', 'artifact', 'shape']"
 cyborgs, Cyborgs are fantasy. Cyborgs aren't, Cyborgs are, IsA,['fantasy']
 xenon, Xenon is a kind of gas. Xenon isn't a kind of, Xenon is a kind of, IsA,['gas']
 employee, An employee is a person. An employee isn't a, An employee is a, IsA,"['person', 'worker', 'affiliate']"
 insurance, Insurance implies a security. Insurance doesn't imply a, Insurance implies a, IsA,"['security', 'insurance', 'financials']"
 timpani, Timpani is a kind of drum. Timpani isn't a kind of, Timpani is a kind of, IsA,['drum']
 cinema, Cinema is a theater. Cinema isn't a, Cinema is a, IsA,['theater']
 foxes, Foxes are canines. Foxes aren't, Foxes are, IsA,['canines']
 vase, A vase is a jar. A vase isn't a, A vase is a, IsA,['jar']
 ipomoea, Ipomoea is a plant. Ipomoea isn't a, Ipomoea is a, IsA,['plant']
 aggrotech, Aggrotech is a kind of industrial. Aggrotech isn't a kind of, Aggrotech is a kind of, IsA,['industrial']
 water, Water is a type of achromatism. Water isn't a type of, Water is a type of, IsA,"['achromatism', 'oxyde', 'liquid', 'hydride', 'nutrient', 'food', 'beverage', 'water', 'element', 'life', 'chemical', 'H2O']"
 perennials, Perennials are plants. Perennials aren't, Perennials are, IsA,"['plants', 'flowers', 'foliage']"
 monks, Monks are buddist. Monks aren't, Monks are, IsA,"['buddist', 'band']"
 citalopram, Citalopram is a kind of SSRI. Citalopram isn't a kind of, Citalopram is a kind of, IsA,"['SSRI', 'drug']"
 birdwatching, Birdwatching is a kind of hobby. Birdwatching isn't a kind of, Birdwatching is a kind of, IsA,['hobby']
 politicians, Some politicians are puppets. Some politicians aren't, Some politicians are, IsA,['puppets']
 bacteria, Bacteria are prokaryotes. Bacteria aren't, Bacteria are, IsA,"['prokaryotes', 'organism', 'Prokaryotic', 'bacteria', 'microorganism', 'everywhere']"
 soccer, Soccer is a sport. Soccer isn't a, Soccer is a, IsA,"['sport', 'fun', 'football']"
 vocation, Vocation is a type of occupation. Vocation isn't a type of, Vocation is a type of, IsA,"['occupation', 'job', 'labour', 'work']"
 rice, Rice is a kind of white cereal. Rice isn't a kind of white, Rice is a kind of white, IsA,"['cereal', 'pasta', 'starches', 'grain', 'mob']"
 nutdriver, A nutdriver is a type of tool. A nutdriver isn't a type of, A nutdriver is a type of, IsA,['tool']
 mug, A mug is a containerful. A mug isn't a, A mug is a, IsA,['containerful']
 weigela, Weigela is a plant. Weigela isn't a, Weigela is a, IsA,"['plant', 'shrub']"
 kraków, Kraków is a kind of city. Kraków isn't a kind of, Kraków is a kind of, IsA,['city']
 bermuda, Bermuda is a type of country. Bermuda isn't a type of, Bermuda is a type of, IsA,"['country', 'grass']"
 bourbon, Bourbon is a type of reactionary. Bourbon isn't a type of, Bourbon is a type of, IsA,"['reactionary', 'liquor', 'ruler', 'whiskey', 'dynasty']"
 paper, Paper is material. Paper isn't, Paper is, IsA,"['material', 'flamable', 'medium', 'malliable', 'article', 'compilation', 'poreous']"
 well, Well is water route. Well isn't water, Well is water, IsA,"['route', 'source', 'compartment', 'conduit', 'excavation', 'shaft', 'device', 'vessel']"
 atheism, Atheism is the absence of belief. Atheism isn't the absence of, Atheism is the absence of, IsA,"['belief', 'unbelief']"
 veal, Veal is baby food. Veal isn't baby, Veal is baby, IsA,"['food', 'animal', 'beef', 'meat', 'cattle']"
 bbq, A BBQ is a type of grill. A BBQ isn't a type of, A BBQ is a type of, IsA,"['grill', 'food']"
 runners, Runners are humans. Runners aren't, Runners are, IsA,['humans']
 pedobear, Pedobear is a bear. Pedobear isn't a, Pedobear is a, IsA,['bear']
 nirvana, Nirvana is a blessedness. Nirvana isn't a, Nirvana is a, IsA,"['blessedness', 'Band']"
 christianity, Christianity is in the business of blind religion. Christianity isn't in the business of blind, Christianity is in the business of blind, IsA,"['religion', 'faith']"
 gull, A gull is a larid. A gull isn't a, A gull is a, IsA,"['larid', 'bird', 'seabird']"
 jeweler, A jeweler is a merchant. A jeweler isn't a, A jeweler is a, IsA,['merchant']
 mac, A mac is a type of computer. A mac isn't a type of, A mac is a type of, IsA,['computer']
 gannet, Gannet is a seabird. Gannet isn't a, Gannet is a, IsA,['seabird']
 sponge, Sponge is ocean animal. Sponge isn't ocean, Sponge is ocean, IsA,"['animal', 'invertebrate']"
 brooch, A brooch is a type of jewelry. A brooch isn't a type of, A brooch is a type of, IsA,"['jewelry', 'pin']"
 amharic, Amharic is a Semitic language. Amharic isn't a Semitic, Amharic is a Semitic, IsA,"['language', 'Semitic']"
 isa, IsA is a kind of relation. IsA isn't a kind of, IsA is a kind of, IsA,['relation']
 uganda, Uganda is a subsahara. Uganda isn't a, Uganda is a, IsA,['subsahara']
 tongue, Tongue is a kind of underwater. Tongue isn't a kind of, Tongue is a kind of, IsA,"['underwater', 'projection', 'organ', 'chemoreceptor', 'articulator', 'muscle', 'flap', 'anatomy']"
 coke, Coke is a type of cocaine. Coke isn't a type of, Coke is a type of, IsA,"['cocaine', 'softdrink', 'fuel']"
 soap, Soap is company. Soap isn't, Soap is, IsA,"['company', 'bribe', 'toiletry', 'detergent']"
 cockroaches, Cockroaches are insects. Cockroaches aren't, Cockroaches are, IsA,['insects']
 pity, Pity is a type of emotion. Pity isn't a type of, Pity is a type of, IsA,"['emotion', 'misfortune']"
 caribou, A caribou is a animal. A caribou isn't a, A caribou is a, IsA,"['animal', 'deer', 'reindeer']"
 avian, Chick is a type of avian animal. Chick isn't a type of avian, Chick is a type of avian, IsA,['animal']
 wolverine, Wolverine is a kind of superhero. Wolverine isn't a kind of, Wolverine is a kind of, IsA,"['superhero', 'American', 'carnivore', 'mammal', 'mustelidae']"
 pie, Pie is a pastry. Pie isn't a, Pie is a, IsA,"['pastry', 'semisolid']"
 piracy, Piracy is a kind of interfering. Piracy isn't a kind of, Piracy is a kind of, IsA,"['interfering', 'highjacking', 'action', 'robbery', 'act']"
 preacher, A preacher is a kind of comic. A preacher isn't a kind of, A preacher is a kind of, IsA,"['comic', 'clergyman', 'person']"
 nuts, Nuts are a crunchy. Nuts aren't a, Nuts are a, IsA,['crunchy']
 backhoe, A backhoe is a kind of machine. A backhoe isn't a kind of, A backhoe is a kind of, IsA,['machine']
 arsonists, Arsonists are criminals. Arsonists aren't, Arsonists are, IsA,['criminals']
 obstetrician, An obstetrician is a kind of doctor. An obstetrician isn't a kind of, An obstetrician is a kind of, IsA,"['doctor', 'specialist']"
 gladiola, A gladiola is a iris. A gladiola isn't a, A gladiola is a, IsA,['iris']
 magician, A magician is a performer. A magician isn't a, A magician is a, IsA,"['performer', 'book']"
 helichrysum, Helichrysum is a plant. Helichrysum isn't a, Helichrysum is a, IsA,['plant']
 rhea, Rhea is a planet. Rhea isn't a, Rhea is a, IsA,"['planet', 'bird', 'ratite']"
 witches, Many modern witches are wiccan. Many modern witches aren't, Many modern witches are, IsA,['wiccan']
 volvo, A Volvo is a kind of car. A Volvo isn't a kind of, A Volvo is a kind of, IsA,"['car', 'company']"
 chilli, Chilli is a type of pepper. Chilli isn't a type of, Chilli is a type of, IsA,['pepper']
 chartreuse, Chartreuse is a beverage. Chartreuse isn't a, Chartreuse is a, IsA,"['beverage', 'liqueur']"
 silk, Silk is translucence. Silk isn't, Silk is, IsA,"['translucence', 'book', 'protein', 'fabric']"
 earth, Earth is our location. Earth isn't our, Earth is our, IsA,"['location', 'material', 'element', 'thing', 'planet']"
 fish, Fish are seafood. Fish aren't, Fish are, IsA,"['seafood', 'rad', 'food', 'animals', 'person', 'vertebrate', 'purdy', 'animal', 'meat']"
 king, King is sovereign. King isn't, King is, IsA,"['sovereign', 'royalyty', 'royalty', 'station', 'monarch', 'checker', 'eminence', 'chessman']"
 comealong, A comealong is a type of tool. A comealong isn't a type of, A comealong is a type of, IsA,['tool']
 dmt, DMT is a dimethyltryptamine. DMT isn't a, DMT is a, IsA,"['dimethyltryptamine', 'psychedelic']"
 golf, Golf is a sport. Golf isn't a, Golf is a, IsA,['sport']
 traveller, Traveller is a type of consumer. Traveller isn't a type of, Traveller is a type of, IsA,"['consumer', 'person']"
 darts, Darts are sport. Darts aren't, Darts are, IsA,"['sport', 'arrows']"
 superstitions, Superstitions are lies. Superstitions aren't, Superstitions are, IsA,['lies']
 disgust, Disgust is an dislike. Disgust isn't an, Disgust is an, IsA,['dislike']
 deficit, A deficit is a score. A deficit isn't a, A deficit is a, IsA,"['score', 'insufficiency', 'shortage', 'liabilities', 'lack']"
 baboon, A baboon is a animal. A baboon isn't a, A baboon is a, IsA,"['animal', 'monkey', 'mammal']"
 plutonium, Plutonium is not a naturally-occurring element. Plutonium is a naturally-occurring, Plutonium is not a naturally-occurring, IsA,"['element', 'actinide']"
 crips, The Crips is a type of gang. The Crips isn't a type of, The Crips is a type of, IsA,['gang']
 couch, A couch is a furnitire. A couch isn't a, A couch is a, IsA,"['furnitire', 'bed']"
 confidence, Confidence is an security. Confidence isn't an, Confidence is an, IsA,"['security', 'emotion', 'secret', 'friendship', 'hopefulness']"
 kickboxing, Kickboxing is a kind of sport. Kickboxing isn't a kind of, Kickboxing is a kind of, IsA,"['sport', 'boxing', 'fight']"
 monday, Monday is a weekday. Monday isn't a, Monday is a, IsA,"['weekday', 'day']"
 kosovo, Kosovo is a kind of country. Kosovo isn't a kind of, Kosovo is a kind of, IsA,['country']
 gluon, Gluon is a kind of boson. Gluon isn't a kind of, Gluon is a kind of, IsA,['boson']
 hut, Hut is a type of shelter. Hut isn't a type of, Hut is a type of, IsA,['shelter']
 gundog, A gundog is a kind of dog. A gundog isn't a kind of, A gundog is a kind of, IsA,['dog']
 weaver, Weaver is a craftsman. Weaver isn't a, Weaver is a, IsA,"['craftsman', 'oscine']"
 cattle, Cattle are animals. Cattle aren't, Cattle are, IsA,"['animals', 'mammal', 'bovine']"
 banana, A banana is dessert. A banana isn't, A banana is, IsA,"['dessert', 'food', 'yellow', 'hand', 'bunch', 'herb']"
 watch, A watch is a timepiece. A watch isn't a, A watch is a, IsA,"['timepiece', 'surveillance', 'gear', 'shift', 'clock']"
 beauty, Beauty is an exemplar. Beauty isn't an, Beauty is an, IsA,"['exemplar', 'appearance']"
 scouts, Scouts are club. Scouts aren't, Scouts are, IsA,"['club', 'organisation', 'people']"
 automatism, Automatism is a reaction. Automatism isn't a, Automatism is a, IsA,['reaction']
 reporter, A reporter is a type of writer. A reporter isn't a type of, A reporter is a type of, IsA,"['writer', 'communicator']"
 blowfish, A blowfish is a kind of animal. A blowfish isn't a kind of, A blowfish is a kind of, IsA,['animal']
 tornado, Tornado is a type of cyclone. Tornado isn't a type of, Tornado is a type of, IsA,"['cyclone', 'weather', 'whirlwind']"
 floriade, Floriade is a convention. Floriade isn't a, Floriade is a, IsA,['convention']
 glenfiddich, Glenfiddich is a kind of beverage. Glenfiddich isn't a kind of, Glenfiddich is a kind of, IsA,"['beverage', 'scotch']"
 cows, Cows are domesticated. Cows aren't, Cows are, IsA,"['domesticated', 'herbivorous', 'also']"
 christianity, Christianity is a religion. Christianity isn't a, Christianity is a, IsA,"['religion', 'faith']"
 potoroo, Potoroo is a kind of marsupial. Potoroo isn't a kind of, Potoroo is a kind of, IsA,['marsupial']
 security, Security is an safety. Security isn't an, Security is an, IsA,"['safety', 'department', 'assets', 'guarantee', 'precaution', 'worker', 'fearlessness']"
 wool, Wool is a type of garment coat. Wool isn't a type of garment, Wool is a type of garment, IsA,"['coat', 'fabric']"
 redhat, Redhat is a type of Linux. Redhat isn't a type of, Redhat is a type of, IsA,['Linux']
 fedora, Fedora is a type of software. Fedora isn't a type of, Fedora is a type of, IsA,"['software', 'Linux', 'hat']"
 doors, Some doors are band. Some doors aren't, Some doors are, IsA,"['band', 'archways', 'openings', 'rectangular-shaped']"
 robot, A robot is a type of machine. A robot isn't a type of, A robot is a type of, IsA,"['machine', 'automaton', 'slave']"
 fundamentalism, Fundamentalism is a type of Protestantism. Fundamentalism isn't a type of, Fundamentalism is a type of, IsA,"['Protestantism', 'belief']"
 data, Data is a collection. Data isn't a, Data is a, IsA,"['collection', 'information']"
 pizzeria, A pizzeria is a restaurant. A pizzeria isn't a, A pizzeria is a, IsA,"['restaurant', 'shop']"
 wax, Wax is a kind of lipid. Wax isn't a kind of, Wax is a kind of, IsA,"['lipid', 'fuel', 'white']"
 stylist, Stylist is a artist. Stylist isn't a, Stylist is a, IsA,['artist']
 factory, Factory is a type of plant. Factory isn't a type of, Factory is a type of, IsA,['plant']
 bikini, A bikini is a type of swimwear. A bikini isn't a type of, A bikini is a type of, IsA,"['swimwear', 'swimsuit', 'attire']"
 psilocybin, Psilocybin is a type of drug. Psilocybin isn't a type of, Psilocybin is a type of, IsA,"['drug', 'hallucinogen']"
 scarves, Scarves are neckware. Scarves aren't, Scarves are, IsA,['neckware']
 grebe, Grebe is a waterfowl. Grebe isn't a, Grebe is a, IsA,['waterfowl']
 everything, Everything is everything. Everything isn't, Everything is, IsA,"['everything', 'data']"
 canoe, Canoe is a kind of ship. Canoe isn't a kind of, Canoe is a kind of, IsA,"['ship', 'boat', 'vehicle']"
 blueberries, Blueberries are food. Blueberries aren't, Blueberries are, IsA,['food']
 diamond, Diamond is a forever. Diamond isn't a, Diamond is a, IsA,"['forever', 'carbon', 'solid', 'diamond', 'jewel', 'mineral', 'gem', 'artifact', 'semiconductor']"
